ELF code,Country ELF,Country,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
7WQO,United States of America,United States of America,Mississippi,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
8YBQ,United States of America,United States of America,Mississippi,General Partnership,English,General Partnership,General Partnership,ELF v1.5
AHK4,United States of America,United States of America,Mississippi,credit union,English,credit union,credit union,ELF v1.5
BG8P,United States of America,United States of America,Mississippi,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
HDOD,United States of America,United States of America,Mississippi,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
NDBR,United States of America,United States of America,Mississippi,Limited Partnership,English,Limited Partnership,L.P.,ELF v1.5
NDBR,United States of America,United States of America,Mississippi,Limited Partnership,English,Limited Partnership,LP,ELF v1.5
O4NK,United States of America,United States of America,Mississippi,Nonprofit Corporation,English,Nonprofit Corporation,Nonprofit Corporation,ELF v1.5
U7GR,United States of America,United States of America,Mississippi,Limited Liability Partnership,English,Limited Liability Partnership,L.L.P.,ELF v1.5
U7GR,United States of America,United States of America,Mississippi,Limited Liability Partnership,English,Limited Liability Partnership,R.L.L.P.,ELF v1.5
U7GR,United States of America,United States of America,Mississippi,Limited Liability Partnership,English,Limited Liability Partnership,LLP,ELF v1.5
U7GR,United States of America,United States of America,Mississippi,Limited Liability Partnership,English,Limited Liability Partnership,RLLP,ELF v1.5
WPCN,United States of America,United States of America,Mississippi,Limited Liability Company,English,Limited Liability Company,L.L.C.,ELF v1.5
WPCN,United States of America,United States of America,Mississippi,Limited Liability Company,English,Limited Liability Company,LLC,ELF v1.5
XST3,United States of America,United States of America,Mississippi,Business Corporation,English,Business Corporation,corp.,ELF v1.5
XST3,United States of America,United States of America,Mississippi,Business Corporation,English,Business Corporation,inc.,ELF v1.5
XST3,United States of America,United States of America,Mississippi,Business Corporation,English,Business Corporation,co.,ELF v1.5
XST3,United States of America,United States of America,Mississippi,Business Corporation,English,Business Corporation,ltd.,ELF v1.5
1ADA,United States of America,United States of America,Missouri,Family Trust Company,English,Family Trust Company,Family Trust Company,ELF v1.5
21OE,United States of America,United States of America,Missouri,Limited Liability Partnership,English,Limited Liability Partnership,L.L.P.,ELF v1.5
21OE,United States of America,United States of America,Missouri,Limited Liability Partnership,English,Limited Liability Partnership,LLP,ELF v1.5
7F5B,United States of America,United States of America,Missouri,Limited Liability Company,English,Limited Liability Company,L.L.C.,ELF v1.5
7F5B,United States of America,United States of America,Missouri,Limited Liability Company,English,Limited Liability Company,LLC,ELF v1.5
7F5B,United States of America,United States of America,Missouri,Limited Liability Company,English,Limited Liability Company,L.C.,ELF v1.5
7F5B,United States of America,United States of America,Missouri,Limited Liability Company,English,Limited Liability Company,LC,ELF v1.5
9BH2,United States of America,United States of America,Missouri,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
EMLK,United States of America,United States of America,Missouri,Limited Partnership,English,Limited Partnership,L.P.,ELF v1.5
EMLK,United States of America,United States of America,Missouri,Limited Partnership,English,Limited Partnership,LP,ELF v1.5
J1JO,United States of America,United States of America,Missouri,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
KC7Z,United States of America,United States of America,Missouri,For-Profit Corporation,English,For-Profit Corporation,For-Profit Corporation,ELF v1.5
QSHG,United States of America,United States of America,Missouri,Non-deposit Trust Company,English,Non-deposit Trust Company,Non-deposit Trust Company,ELF v1.5
R8SH,United States of America,United States of America,Missouri,Not For Profit Corporation,English,Not For Profit Corporation,Not For Profit Corporation,ELF v1.5
SU5T,United States of America,United States of America,Missouri,Cooperative Association,English,Cooperative Association,Co-op,ELF v1.5
SU5T,United States of America,United States of America,Missouri,Cooperative Association,English,Cooperative Association,C.A.,ELF v1.5
U7OR,United States of America,United States of America,Missouri,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
UJKE,United States of America,United States of America,Missouri,credit union,English,credit union,credit union,ELF v1.5
1S9L,United States of America,United States of America,Montana,Professional Series Limited Liability Company,English,Professional Series Limited Liability Company,Professional Series Limited Liability Company,ELF v1.5
1XOG,United States of America,United States of America,Montana,Agricultural Marketing Association,English,Agricultural Marketing Association,Agricultural Marketing Association,ELF v1.5
30PQ,United States of America,United States of America,Montana,Limited Liability Limited Partnership,English,Limited Liability Limited Partnership,Limited Liability Limited Partnership,ELF v1.5
30TX,United States of America,United States of America,Montana,Trust Company,English,Trust Company,Trust Company,ELF v1.5
40SO,United States of America,United States of America,Montana,Mutual Benefit Corporation,English,Mutual Benefit Corporation,Mutual Benefit Corporation,ELF v1.5
5AE9,United States of America,United States of America,Montana,Builidng and Loan Association,English,Builidng and Loan Association,Builidng and Loan Association,ELF v1.5
5MRP,United States of America,United States of America,Montana,Close Corporation,English,Close Corporation,Close Corporation,ELF v1.5
7OS8,United States of America,United States of America,Montana,Congressional Chartered Corporation,English,Congressional Chartered Corporation,Congressional Chartered Corporation,ELF v1.5
93CA,United States of America,United States of America,Montana,Agricultural Association,English,Agricultural Association,Agricultural Association,ELF v1.5
9OSW,United States of America,United States of America,Montana,Limited Liability Partnership,English,Limited Liability Partnership,Limited Liability Partnership,ELF v1.5
9STD,United States of America,United States of America,Montana,Corporation,English,Corporation,Corporation,ELF v1.5
A770,United States of America,United States of America,Montana,Professional Corporation,English,Professional Corporation,Professional Corporation,ELF v1.5
AEK0,United States of America,United States of America,Montana,Limited Liability Company,English,Limited Liability Company,Limited Liability Company,ELF v1.5
B2F4,United States of America,United States of America,Montana,Cooperative Association,English,Cooperative Association,Cooperative Association,ELF v1.5
HEMZ,United States of America,United States of America,Montana,Credit Union,English,Credit Union,Credit Union,ELF v1.5
JGPP,United States of America,United States of America,Montana,Rural Cooperative Association,English,Rural Cooperative Association,Rural Cooperative Association,ELF v1.5
KPH8,United States of America,United States of America,Montana,Investment Company,English,Investment Company,Investment Company,ELF v1.5
L1PM,United States of America,United States of America,Montana,Professional Limited Liability Limited Partnership,English,Professional Limited Liability Limited Partnership,Professional Limited Liability Limited Partnership,ELF v1.5
LPLY,United States of America,United States of America,Montana,Limited Partnership,English,Limited Partnership,Limited Partnership,ELF v1.5
LXI4,United States of America,United States of America,Montana,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
MY93,United States of America,United States of America,Montana,Professional Limited Liability Company,English,Professional Limited Liability Company,Professional Limited Liability Company,ELF v1.5
OOX5,United States of America,United States of America,Montana,Benefit Corporation,English,Benefit Corporation,Benefit Corporation,ELF v1.5
PNF3,United States of America,United States of America,Montana,Corporate Credit Union,English,Corporate Credit Union,Corporate Credit Union,ELF v1.5
Q6K2,United States of America,United States of America,Montana,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
QB0A,United States of America,United States of America,Montana,Business Trust,English,Business Trust,Business Trust,ELF v1.5
SCX8,United States of America,United States of America,Montana,Public Benefit Corporation,English,Public Benefit Corporation,Public Benefit Corporation,ELF v1.5
SW88,United States of America,United States of America,Montana,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
T91C,United States of America,United States of America,Montana,Professional Close Corporation,English,Professional Close Corporation,Professional Close Corporation,ELF v1.5
WRF9,United States of America,United States of America,Montana,Religious Corporation,English,Religious Corporation,Religious Corporation,ELF v1.5
XVC6,United States of America,United States of America,Montana,Series Limited Liability Company,English,Series Limited Liability Company,Series Limited Liability Company,ELF v1.5
3GTV,United States of America,United States of America,Nebraska,Sanitary & Improvement District,English,Sanitary & Improvement District,Sanitary & Improvement District,ELF v1.5
4TMV,United States of America,United States of America,Nebraska,Domestic Limited Cooperative Association,English,Domestic Limited Cooperative Association,Domestic Limited Cooperative Association,ELF v1.5
4WTP,United States of America,United States of America,Nebraska,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
5OET,United States of America,United States of America,Nebraska,Foreign Limited Liability Company,English,Foreign Limited Liability Company,Foreign Limited Liability Company,ELF v1.5
639V,United States of America,United States of America,Nebraska,Non Profit Domesticated Foreign Corporation,English,Non Profit Domesticated Foreign Corporation,Non Profit Domesticated Foreign Corporation,ELF v1.5
6ICB,United States of America,United States of America,Nebraska,Foreign Corp Professional Corporation,English,Foreign Corp Professional Corporation,Foreign Corp Professional Corporation,ELF v1.5
7BQ5,United States of America,United States of America,Nebraska,Non Stock Corporation,English,Non Stock Corporation,Non Stock Corporation,ELF v1.5
8APW,United States of America,United States of America,Nebraska,Domestic Limited Liability Company,English,Domestic Limited Liability Company,Domestic Limited Liability Company,ELF v1.5
8HNT,United States of America,United States of America,Nebraska,Foreign Corporation,English,Foreign Corporation,Foreign Corporation,ELF v1.5
B843,United States of America,United States of America,Nebraska,Domestic Professional Limited Liability Company,English,Domestic Professional Limited Liability Company,Domestic Professional Limited Liability Company,ELF v1.5
BJ2V,United States of America,United States of America,Nebraska,Foreign Professional Limited Liability Company,English,Foreign Professional Limited Liability Company,Foreign Professional Limited Liability Company,ELF v1.5
CXIO,United States of America,United States of America,Nebraska,Domesticated Foreign Corporation Professional Corporation,English,Domesticated Foreign Corporation Professional Corporation,Domesticated Foreign Corporation Professional Corporation,ELF v1.5
D2MO,United States of America,United States of America,Nebraska,Joint Public Agency,English,Joint Public Agency,Joint Public Agency,ELF v1.5
DFPP,United States of America,United States of America,Nebraska,Domestic Limited Partnership,English,Domestic Limited Partnership,Domestic Limited Partnership,ELF v1.5
ECLT,United States of America,United States of America,Nebraska,Domestic Corporation Professional Corporation,English,Domestic Corporation Professional Corporation,Domestic Corporation Professional Corporation,ELF v1.5
GEXT,United States of America,United States of America,Nebraska,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
HV3B,United States of America,United States of America,Nebraska,Non Taxable Corporation,English,Non Taxable Corporation,Non Taxable Corporation,ELF v1.5
IOWN,United States of America,United States of America,Nebraska,Non Profit Foreign Limited Cooperative Association,English,Non Profit Foreign Limited Cooperative Association,Non Profit Foreign Limited Cooperative Association,ELF v1.5
KFPS,United States of America,United States of America,Nebraska,Domestic General Partnership,English,Domestic General Partnership,Domestic General Partnership,ELF v1.5
LQZC,United States of America,United States of America,Nebraska,Nebraska Benefit Corporation,English,Nebraska Benefit Corporation,Nebraska Benefit Corporation,ELF v1.5
MPFG,United States of America,United States of America,Nebraska,Foreign Limited Liability Partnership,English,Foreign Limited Liability Partnership,Foreign Limited Liability Partnership,ELF v1.5
NGZJ,United States of America,United States of America,Nebraska,Domesticated Foreign Corporation,English,Domesticated Foreign Corporation,Domesticated Foreign Corporation,ELF v1.5
O256,United States of America,United States of America,Nebraska,Non Profit Foreign Corporation,English,Non Profit Foreign Corporation,Non Profit Foreign Corporation,ELF v1.5
Q17J,United States of America,United States of America,Nebraska,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
R22H,United States of America,United States of America,Nebraska,Registered Agent Designation,English,Registered Agent Designation,Registered Agent Designation,ELF v1.5
R3J6,United States of America,United States of America,Nebraska,Foreign General Apartnership,English,Foreign General Apartnership,Foreign General Apartnership,ELF v1.5
R7JP,United States of America,United States of America,Nebraska,Non Profit (Dom) Corporation,English,Non Profit (Dom) Corporation,Non Profit (Dom) Corporation,ELF v1.5
RH6N,United States of America,United States of America,Nebraska,Domestic Corporation,English,Domestic Corporation,Domestic Corporation,ELF v1.5
T172,United States of America,United States of America,Nebraska,Insurance Company,English,Insurance Company,Insurance Company,ELF v1.5
V4RX,United States of America,United States of America,Nebraska,Non Profit Dom Limited Cooperative Association,English,Non Profit Dom Limited Cooperative Association,Non Profit Dom Limited Cooperative Association,ELF v1.5
VYEO,United States of America,United States of America,Nebraska,Fraternal Society,English,Fraternal Society,Fraternal Society,ELF v1.5
XBKP,United States of America,United States of America,Nebraska,Agricultural Association,English,Agricultural Association,Agricultural Association,ELF v1.5
Y7BG,United States of America,United States of America,Nebraska,Hospital Authority,English,Hospital Authority,Hospital Authority,ELF v1.5
YQDQ,United States of America,United States of America,Nebraska,Domestic Limited Liability Partnership,English,Domestic Limited Liability Partnership,Domestic Limited Liability Partnership,ELF v1.5
YWK0,United States of America,United States of America,Nebraska,Foreign Limited Partnership,English,Foreign Limited Partnership,Foreign Limited Partnership,ELF v1.5
ZDW0,United States of America,United States of America,Nebraska,credit union,English,credit union,credit union,ELF v1.5
ZEZ2,United States of America,United States of America,Nebraska,Foreign Limited Cooperative Association,English,Foreign Limited Cooperative Association,Foreign Limited Cooperative Association,ELF v1.5
62L3,United States of America,United States of America,Nevada,Limited Partnership,English,Limited Partnership,L.P.,ELF v1.5
62L3,United States of America,United States of America,Nevada,Limited Partnership,English,Limited Partnership,LP,ELF v1.5
7K6U,United States of America,United States of America,Nevada,Limited Liability Partnership,English,Limited Liability Partnership,L.L.P.,ELF v1.5
7K6U,United States of America,United States of America,Nevada,Limited Liability Partnership,English,Limited Liability Partnership,LLP,ELF v1.5
8WM4,United States of America,United States of America,Nevada,Profit Corporation,English,Profit Corporation,Inc.,ELF v1.5
8WM4,United States of America,United States of America,Nevada,Profit Corporation,English,Profit Corporation,Ltd.,ELF v1.5
8WM4,United States of America,United States of America,Nevada,Profit Corporation,English,Profit Corporation,Co.,ELF v1.5
8WM4,United States of America,United States of America,Nevada,Profit Corporation,English,Profit Corporation,Corp.,ELF v1.5
92OB,United States of America,United States of America,Nevada,credit union,English,credit union,credit union,ELF v1.5
HCTP,United States of America,United States of America,Nevada,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
IY8C,United States of America,United States of America,Nevada,Nonprofit Corporation,English,Nonprofit Corporation,Nonprofit Corporation,ELF v1.5
K3J6,United States of America,United States of America,Nevada,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
MM8M,United States of America,United States of America,Nevada,Limited Liability Company,English,Limited Liability Company,L.L.C.,ELF v1.5
MM8M,United States of America,United States of America,Nevada,Limited Liability Company,English,Limited Liability Company,LLC,ELF v1.5
MM8M,United States of America,United States of America,Nevada,Limited Liability Company,English,Limited Liability Company,LC,ELF v1.5
SUEQ,United States of America,United States of America,Nevada,Business Trust,English,Business Trust,B.T.,ELF v1.5
SUEQ,United States of America,United States of America,Nevada,Business Trust,English,Business Trust,BT,ELF v1.5
Y9F2,United States of America,United States of America,Nevada,Industrial Bank,English,Industrial Bank,Industrial Bank,ELF v1.5
2JB4,United States of America,United States of America,New Hampshire,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
3LNE,United States of America,United States of America,New Hampshire,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
520I,United States of America,United States of America,New Hampshire,Foundation,English,Foundation,Foundation,ELF v1.5
6M6O,United States of America,United States of America,New Hampshire,Business Corporation,English,Business Corporation,Business Corporation,ELF v1.5
9M2Q,United States of America,United States of America,New Hampshire,Benefit Corporation,English,Benefit Corporation,Benefit Corporation,ELF v1.5
G66U,United States of America,United States of America,New Hampshire,Limited Partnership,English,Limited Partnership,Limited Partnership,ELF v1.5
OI5N,United States of America,United States of America,New Hampshire,credit union,English,credit union,credit union,ELF v1.5
OJ9K,United States of America,United States of America,New Hampshire,Limited Liability Company,English,Limited Liability Company,Limited Liability Company,ELF v1.5
P3LZ,United States of America,United States of America,New Hampshire,Nonprofit Corporation,English,Nonprofit Corporation,Nonprofit Corporation,ELF v1.5
RCNI,United States of America,United States of America,New Hampshire,Limited Liability Partnership,English,Limited Liability Partnership,Limited Liability Partnership,ELF v1.5
S97G,United States of America,United States of America,New Hampshire,Investment Trust,English,Investment Trust,Investment Trust,ELF v1.5
W1DV,United States of America,United States of America,New Hampshire,Cooperative Bank,English,Cooperative Bank,Cooperative Bank,ELF v1.5
7HY7,United States of America,United States of America,New Jersey,Limited Partnership,English,Limited Partnership,L.P.,ELF v1.5
7HY7,United States of America,United States of America,New Jersey,Limited Partnership,English,Limited Partnership,LP,ELF v1.5
FFBM,United States of America,United States of America,New Jersey,Limited Liability Partnership,English,Limited Liability Partnership,Limited Liability Partnership,ELF v1.5
G42I,United States of America,United States of America,New Jersey,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
L2SY,United States of America,United States of America,New Jersey,credit union,English,credit union,credit union,ELF v1.5
N508,United States of America,United States of America,New Jersey,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
P7RH,United States of America,United States of America,New Jersey,Limited Liability Company,English,Limited Liability Company,L.L.C.,ELF v1.5
P7RH,United States of America,United States of America,New Jersey,Limited Liability Company,English,Limited Liability Company,LLC,ELF v1.5
T4M6,United States of America,United States of America,New Jersey,Nonprofit Corporation,English,Nonprofit Corporation,corp.,ELF v1.5
T4M6,United States of America,United States of America,New Jersey,Nonprofit Corporation,English,Nonprofit Corporation,inc.,ELF v1.5
VWC5,United States of America,United States of America,New Jersey,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
XSNP,United States of America,United States of America,New Jersey,Business Corporation,English,Business Corporation,Business Corporation,ELF v1.5
4YOA,United States of America,United States of America,New Mexico,Limited Liability Company,English,Limited Liability Company,Limited Liability Company,ELF v1.5
7GMS,United States of America,United States of America,New Mexico,Cooperative Association,English,Cooperative Association,Cooperative Association,ELF v1.5
F69V,United States of America,United States of America,New Mexico,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
POG3,United States of America,United States of America,New Mexico,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
VG3S,United States of America,United States of America,New Mexico,Profit Corporation,English,Profit Corporation,corp.,ELF v1.5
VG3S,United States of America,United States of America,New Mexico,Profit Corporation,English,Profit Corporation,inc.,ELF v1.5
VG3S,United States of America,United States of America,New Mexico,Profit Corporation,English,Profit Corporation,co.,ELF v1.5
VG3S,United States of America,United States of America,New Mexico,Profit Corporation,English,Profit Corporation,ltd.,ELF v1.5
W0U4,United States of America,United States of America,New Mexico,Nonprofit Corporation,English,Nonprofit Corporation,Nonprofit Corporation,ELF v1.5
W0XQ,United States of America,United States of America,New Mexico,credit union,English,credit union,credit union,ELF v1.5
Y1ZD,United States of America,United States of America,New Mexico,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
4VH5,United States of America,United States of America,New York,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
51RC,United States of America,United States of America,New York,Not-for-profit Corporation,English,Not-for-profit Corporation,Not-for-profit Corporation,ELF v1.5
BO6L,United States of America,United States of America,New York,Limited Partnership,English,Limited Partnership,Limited Partnership,ELF v1.5
D6JI,United States of America,United States of America,New York,credit union,English,credit union,credit union,ELF v1.5
EPCY,United States of America,United States of America,New York,Savings and Loan Association,English,Savings and Loan Association,Savings and Loan Association,ELF v1.5
M0ER,United States of America,United States of America,New York,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
PJ10,United States of America,United States of America,New York,Business Corporation,English,Business Corporation,Business Corporation,ELF v1.5
SDX0,United States of America,United States of America,New York,Limited Liability Company,English,Limited Liability Company,Limited Liability Company,ELF v1.5
XIZI,United States of America,United States of America,New York,Limited Liability Partnership,English,Limited Liability Partnership,Limited Liability Partnership,ELF v1.5
YVSB,United States of America,United States of America,New York,Non-deposit Trust Company,English,Non-deposit Trust Company,Non-deposit Trust Company,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,corp.,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,inc.,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,co.,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,ltd.,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,Incorporated,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,company,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,limited,ELF v1.5
1QMT,United States of America,United States of America,North Carolina,Business Corporation,English,Business Corporation,corporation,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,corp.,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,inc.,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,co.,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,ltd.,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,Incorporated,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,company,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,limited,ELF v1.5
358I,United States of America,United States of America,North Carolina,Nonprofit Corporation,English,Nonprofit Corporation,corporation,ELF v1.5
3DXJ,United States of America,United States of America,North Carolina,Professional Limited Liability Company,English,Professional Limited Liability Company,PLLC,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,corp.,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,inc.,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,co.,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,ltd.,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,Incorporated,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,company,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,limited,ELF v1.5
4LKE,United States of America,United States of America,North Carolina,County Agricultural Fair,English,County Agricultural Fair,corporation,ELF v1.5
5AAO,United States of America,United States of America,North Carolina,Commercial Bank,English,Commercial Bank,Commercial Bank,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,corp.,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,inc.,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,co.,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,ltd.,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,Incorporated,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,company,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,limited,ELF v1.5
5JAL,United States of America,United States of America,North Carolina,Insurance Company,English,Insurance Company,corporation,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,corp.,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,inc.,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,co.,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,ltd.,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,Incorporated,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,company,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,limited,ELF v1.5
6NI8,United States of America,United States of America,North Carolina,Railroad,English,Railroad,corporation,ELF v1.5
8E0H,United States of America,United States of America,North Carolina,credit union,English,credit union,credit union,ELF v1.5
8N0C,United States of America,United States of America,North Carolina,Savings Bank,English,Savings Bank,Savings Bank,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,corp.,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,inc.,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,co.,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,ltd.,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,Incorporated,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,company,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,limited,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,corporation,ELF v1.5
8QMN,United States of America,United States of America,North Carolina,Professional Corporation,English,Professional Corporation,PC,ELF v1.5
ARON,United States of America,United States of America,North Carolina,limited partnership,English,limited partnership,LP,ELF v1.5
ARON,United States of America,United States of America,North Carolina,limited partnership,English,limited partnership,Ltd. Partnership.,ELF v1.5
ARON,United States of America,United States of America,North Carolina,limited partnership,English,limited partnership,Ltd. Partnership,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,corp.,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,inc.,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,co.,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,ltd.,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,Incorporated,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,company,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,limited,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,corporation,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,coop.,ELF v1.5
CJ58,United States of America,United States of America,North Carolina,Cooperative Association,English,Cooperative Association,cooperative,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,corp.,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,inc.,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,co.,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,ltd.,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,Incorporated,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,company,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,limited,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,corporation,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,emc,ELF v1.5
F99D,United States of America,United States of America,North Carolina,Electric Membership Cooperative,English,Electric Membership Cooperative,electric membership corporation,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,corp.,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,inc.,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,co.,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,ltd. Incorporated,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,company,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,limited,ELF v1.5
IHLF,United States of America,United States of America,North Carolina,Savings & Loan Association,English,Savings & Loan Association,corporation,ELF v1.5
