Name,Name clean,Name clean Global,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
SIMPLE CONCEPTS CONSULTING LLC,simple concepts consulting,concepts consulting,,http://simple-concepts.com,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Simplified Security Services Ltd.,simplified security services,simplified security services,,https://www.simplifiedsecurityservices.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Public administration and defence; compulsory social security,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Simplyfixit,simplyfixit,simplyfixit,,http://simplyfixit.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sjö&Hav Outdoor Care,sjö&hav outdoor care,sjö&hav outdoor care,,http://www.sjohav.se,,Sweden,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SKY Harbor Capital Management,sky harbor capital management,sky harbor capital management,GCAP25255,https://www.skyhcm.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Skyports LTD,skyports,skyports,,https://skyportsdroneservices.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Air transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Smarteez Ltd,smarteez,smarteez,,http://www.smarteezpleez.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sophia Infra Projects Private Limited,sophia infra projects,sophia infra projects,GCAP23339,http://www.mysophiagroup.com,,India,Asia-Pacific Group,,,SME,Construction,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
South Devon Roasters Limited,south devon roasters,south devon roasters,,https://owenscoffee.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Southend Farms Ltd.,southend farms,southend farms,,http://southendbarns.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Restaurants,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Spaces and Places Ltd,spaces and places,spaces places,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Warehousing and support activities for transportation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sprucegrove Investment Management,sprucegrove investment management,sprucegrove investment management,GCAP25247,https://sprucegrove.com/,,Canada,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Stable Teams,stable teams,stable teams,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Stance Capital, LLC",stance capital,stance capital,GCAP16954,https://www.stancecap.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
State Street Global Advisors,state street global advisors,street global advisors,GCAP21128,https://www.statestreet.com/us/en/asset-manager,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Steiner A/S,steiner,steiner,,,,Denmark,Western European and Others Group (WEOG),,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sthrive,sthrive,sthrive,,http://Www.sthrive.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
STMC WIRE INDUSTRIES LLP,stmc wire industries,stmc wire industries,,,,India,Asia-Pacific Group,,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stone Group Ltd,stone,stone,GCAP33562,http://www.stonegroup.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stonepeak,stonepeak,stonepeak,GCAP25248,https://stonepeak.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
STONETECH UK LTD,stonetech uk,stonetech,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Building services,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Storebrand ASA,storebrand,storebrand,GCAP2572,https://www.storebrand.no/en,,Norway,Western European and Others Group (WEOG),,,Financial Institution,,>100B,09/02/2019,CDP,Own Website,,,Sep-24,,,,,,,,,,Yes,,,Yes,,,,,,Yes,,,,,,,
Storythings,storythings,storythings,,https://storythings.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stout Energy FZ LLC,stout energy,stout energy,,http://www.stout.ae,,United Arab Emirates,Asia-Pacific Group,,,SME,Building services,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stream Measurement Limited,stream measurement,stream measurement,,https://stream-measurement.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other chemicals manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Street Design Team,street design team,street design team,,http://www.streetdesignteam.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Land transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Streetwise Energy,streetwise energy,streetwise energy,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Studio Cigolotti,studio cigolotti,studio cigolotti,,http://www.studiocigolotti.it,,Italy,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Summer Friday LLC,summer friday,summer friday,,http://www.heysummerfriday.com,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sundridge Building Group Ltd,sundridge building,sundridge building,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Building services,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sunobi,sunobi,sunobi,,http://www.Sunobi.com,,United States of America,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainability Kiosk,sustainability kiosk,sustainability kiosk,,https://sustainabilitykiosk.com/,,United Arab Emirates,Asia-Pacific Group,,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SustainAbility Ltd,sustainability,sustainability,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainable minds consultancy Ltd,sustainable minds consultancy,sustainable minds consultancy,,http://www.sustainableminds.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainable Narrative,sustainable narrative,sustainable narrative,,https://www.sustainablenarrative.net/,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Sustainable Property Holdings, LLC",sustainable property,sustainable property,,https://www.sustainablepropertyholdings.com,,United States of America,Western European and Others Group (WEOG),,,SME,Real estate activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainable Square Consultancy,sustainable square consultancy,sustainable square consultancy,,http://www.sustainablesquare.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainably U LLC,sustainably u,sustainably u,,http://www.sustainablyu.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Wearing apparel manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
suun sustainability,suun sustainability,suun sustainability,,https://www.suunconsultancy.com,,France,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SW safety technologies,sw safety technologies,sw safety technologies,,https://go.swsafety.com/oa-2021q2-leader-OHS-web-lp.html,,United States of America,Western European and Others Group (WEOG),,,SME,Plastic and rubber products manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Swagelok Scotland, Teesside & Ireland",swagelok scotland teesside ireland,swagelok scotland teesside ireland,,https://scotland.swagelok.com/en,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Swedbank Robur,swedbank robur,swedbank robur,GCAP15256,https://www.swedbank.com/about-swedbank/subsidiaries/swedbank-robur.html,,Sweden,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Sysmac Management Consultant FZE,sysmac management consultant fze,sysmac management consultant fze,,http://www.sysmacs.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Taaleri Plc,taaleri,taaleri,GCAP25249,https://www.taaleri.com/en,,Finland,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
TalentForge Consulting,talentforge consulting,talentforge consulting,,http://talentforge.eu,,Germany,Western European and Others Group (WEOG),,,SME,Education,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
talkmywealth limited,talkmywealth,talkmywealth,,http://talkmywealth.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Education and research,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
TAS TECNIC CORPORATION SDN BHD,tas tecnic,tas tecnic,,,,Malaysia,Asia-Pacific Group,,,SME,Wood and straw products manufacturing not furniture,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Tazcom Ltd,tazcom,tazcom,,http://www.tazcom.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
teamDigital Promotions Inc.,teamdigital promotions,teamdigital promotions,,,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Techlan Ltd,techlan,techlan,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Paper and paper products manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Tecna UK Ltd,tecna uk,tecna,,http://www.tecnauk.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
TENACIUM DC LTD,tenacium dc,tenacium dc,,https://www.tenacium.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Teros Australia,teros australia,teros australia,,http://www.teros.com.au,,Australia,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Terrax Environmental Limited,terrax environmental,terrax environmental,,https://terrax.world/,,United Arab Emirates,Asia-Pacific Group,,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"The Arab Academy for Management, Banking and Financial Sciences (AAMBF",the arab academy for management banking and financial sciences aambf,arab academy management banking financial sciences aambf,,https://www.aambfs.org/,,Egypt,African Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Creation Station,the creation station,creation station,,https://www.thecreationstation.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Education,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Dunvegan Skye Ltd,the dunvegan skye,dunvegan skye,,http://thedunvegan.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Fresh Air Leadership Company,the fresh air leadership,fresh air leadership,,https://freshairleadership.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Glenturret Ltd,the glenturret,glenturret,,http://www.theglenturret.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Beverage manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Inherent Group,the inherent,inherent,GCAP19954,https://www.inherentgroup.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
The Kind Table Limited,the kind table,kind table,,http://www.thekindtable.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"The Laude Technology Company, SL",the laude technology sl,laude technology sl,,http://www.blue-tc.com,,Spain,Western European and Others Group (WEOG),,,SME,Telecommunication,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Lemon Tree,the lemon tree,lemon tree,,http://www.thelemontree.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Manna Group,the manna,manna,,http://www.mannagroup.com.au,,Australia,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Mend Packaging,the mend packaging,mend packaging,,http://www.themendpackaging.com,,India,Asia-Pacific Group,,,SME,Paper and paper products manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Mohammed VI Foundation for Environmental Protection,the mohammed vi for environmental protection,mohammed environmental protection,,http://www.fm6e.org,,Morocco,African Group,,,SME,Education,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Now Work,the now work,now work,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The One Percent (D1 Percent Limited),the one percent d1 percent,one percent d1 percent,,http://www.d1percent.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Penny Group,the penny,penny,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Activities auxiliary to financial intermediation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Physiotherapists,the physiotherapists,physiotherapists,,http://thephysiotherapists.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health and social work,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Supply Chain Consulting Group Limited,the supply chain consulting,supply chain consulting,,http://www.sccgltd.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Surpluss,the surpluss,surpluss,,http://www.thesurpluss.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Umbrella Institute,the umbrella institute,umbrella institute,,http://www.theumbrellainstitute.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Veterinary Wellness Centre,the veterinary wellness centre,veterinary wellness centre,,https://veterinarywellnesscentre.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Wander Project,the wander project,wander project,,https://www.thewanderproject.com,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Waste Lab,the waste lab,waste lab,,http://www.thewastelab.com,,United Arab Emirates,Asia-Pacific Group,,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Themis,themis,themis,,http://wearethemis.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Thirlwall Associates Ltd,thirlwall associates,thirlwall associates,,http://www.thirlwall-associates.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Thrive Consulting Services Ltd,thrive consulting services,thrive consulting services,,http://www.thethrivebusiness.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Thrive Skills Limited,thrive skills,thrive skills,,http://www.thrive-skills.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Education,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Thriving Solutions,thriving solutions,thriving solutions,,http://www.thrivingsolutions.earth,,United Arab Emirates,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
